train,0.101285536061,8c56c5ac5,utterance_1,8
train,0.0962556351496,8c56c5ac5,utterance_2,20
train,0.228971917322,8c56c5ac5,utterance_3,69
train,0.192381891118,8c56c5ac5,utterance_4,37
train,0.145036006893,8c56c5ac5,utterance_5,42
train,0.154583118367,8c56c5ac5,utterance_6,59
train,0.151967076644,8c56c5ac5,utterance_7,12
train,0.0898174527755,8c56c5ac5,utterance_8,15
train,0.0690685865169,8c56c5ac5,utterance_9,9
train,0.124766413205,8c56c5ac5,utterance_10,27
train,0.245231803394,8c56c5ac5,utterance_11,61
train,0.191231575084,8c56c5ac5,utterance_12,42
train,0.22422883923,8c56c5ac5,utterance_13,54
train,0.139232466799,8c56c5ac5,utterance_14,11
train,0.380411277891,8c56c5ac5,utterance_15,96
train,0.189841282594,8c56c5ac5,utterance_16,9
train,0.1684559902919999,8c56c5ac5,utterance_17,9
train,0.4072379372860001,8c56c5ac5,utterance_18,48
train,0.259271858125,8c56c5ac5,utterance_19,24
train,0.249470333277,8c56c5ac5,utterance_20,30
train,0.195270009833,8c56c5ac5,utterance_21,44
train,0.289740101998,8c56c5ac5,utterance_22,10
train,0.59195435547,8c56c5ac5,utterance_23,106
train,0.130645092496,8c56c5ac5,utterance_27,23
train,0.194935250914,8c56c5ac5,utterance_28,127
train,0.123479561507,76eecf968,utterance_1,75
train,0.176658985679,76eecf968,utterance_2,203
train,0.0661572419192,76eecf968,utterance_3,159
train,0.089934732059,76eecf968,utterance_4,47
train,0.0470916859373,76eecf968,utterance_5,116
train,0.266106586413,76eecf968,utterance_6,140
train,0.0682966890624,76eecf968,utterance_7,67
train,0.277739069585,76eecf968,utterance_8,218
train,0.31172484829,76eecf968,utterance_9,117
train,0.380441644841,76eecf968,utterance_10,287
train,0.195168493726,76eecf968,utterance_11,38
train,0.365209606469,7459327df,utterance_1,100
train,0.581527306536,7459327df,utterance_2,17
train,0.6566907830709999,7459327df,utterance_3,131
train,0.597434104002,7459327df,utterance_4,69
train,0.584743291963,7459327df,utterance_5,75
train,0.0942973501841,7459327df,utterance_6,38
train,0.252232769103,7459327df,utterance_7,21
train,0.37745273142,7459327df,utterance_8,113
train,0.228462301989,7459327df,utterance_9,21
train,0.340428607726,7459327df,utterance_10,33
train,0.418376712397,7459327df,utterance_11,66
train,0.339299580442,7459327df,utterance_12,66
train,0.728490294728,7459327df,utterance_13,102
train,0.418309853262,7459327df,utterance_14,130
train,0.31531656506,7459327df,utterance_16,55
train,0.417757040641,7459327df,utterance_17,66
train,0.326910681649,7459327df,utterance_18,28
train,0.313991820292,7459327df,utterance_19,60
train,0.332945859079,7459327df,utterance_20,72
train,0.301174623701,7459327df,utterance_21,92
train,0.535749773288,b32a6ac3b,utterance_1,84
train,0.688468984762,b32a6ac3b,utterance_3,600
train,0.710031303537,b32a6ac3b,utterance_4,101
train,0.761686583979,b32a6ac3b,utterance_5,119
train,0.754284040106,b32a6ac3b,utterance_6,223
train,0.7991242809610001,b32a6ac3b,utterance_7,39
train,0.8035046204520001,b32a6ac3b,utterance_8,919
train,0.778258149701,b32a6ac3b,utterance_9,209
train,0.286762763684,c9f0e3623,utterance_2,21
train,0.474581023651,c9f0e3623,utterance_3,56
train,0.349103677182,c9f0e3623,utterance_4,54
train,0.461702205362,c9f0e3623,utterance_5,54
train,0.230323304633,c9f0e3623,utterance_6,21
train,0.426936094535,c9f0e3623,utterance_7,45
train,0.618998133183,c9f0e3623,utterance_8,23
train,0.428346783087,c9f0e3623,utterance_9,30
train,0.34819847261,cbb64e001,utterance_1,505
train,0.245751687225,cbb64e001,utterance_2,34
train,0.3402022100249999,cbb64e001,utterance_3,52
train,0.20750689055,cbb64e001,utterance_4,84
train,0.212595681324,cbb64e001,utterance_5,182
train,0.204828655658,cbb64e001,utterance_7,46
train,0.389820812815,cbb64e001,utterance_8,257
train,0.201798495619,cbb64e001,utterance_9,57
train,0.404260829788,cbb64e001,utterance_10,229
train,0.309463632038,cbb64e001,utterance_11,229
train,0.174910909884,cbb64e001,utterance_12,42
train,0.331487488462,cbb64e001,utterance_13,101
train,0.203011779982,cbb64e001,utterance_14,0
train,0.20971056624,cbb64e001,utterance_16,85
train,0.17770945945,cbb64e001,utterance_17,215
train,0.191369324196,cbb64e001,utterance_18,155
train,0.134338452451,cbb64e001,utterance_19,78
train,0.158163933265,cbb64e001,utterance_20,78
train,0.0561125779188,cbb64e001,utterance_21,146
train,0.110067296003,cbb64e001,utterance_22,125
train,0.122507103173,cbb64e001,utterance_23,197
train,0.36378983804,cbb64e001,utterance_31,360
train,0.130363005264,cbb64e001,utterance_32,206
train,0.14743351776,cbb64e001,utterance_33,197
train,0.102254666121,cbb64e001,utterance_34,0
train,0.0794473738758,cbb64e001,utterance_35,92
train,0.146773224696,cbb64e001,utterance_36,120
train,0.165285451321,cbb64e001,utterance_37,141
train,0.0731712625229999,cbb64e001,utterance_38,55
train,0.134640955149,cbb64e001,utterance_39,309
train,0.14330854375,cbb64e001,utterance_40,274
train,0.0934020940356,cbb64e001,utterance_41,71
train,0.130041115491,cbb64e001,utterance_42,457
